section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),status-full,status-bold,readonly (8),readonly (9),readonly (11),meeting (2),meeting (3),meeting (4),meeting (5),status-waitlist,status-bold (2),readonly (12),readonly (13),status-bold (3),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20)
Dissertation Continuation,Individual Instruction,Computer Science,9996,44,0,52078,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,45,0,52079,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,46,0,52080,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,47,0,52081,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,48,0,52082,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,49,0,52083,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,50,0,52084,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,51,0,52085,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,52,0,52086,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,53,0,52087,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,54,0,52088,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,55,0,52089,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,56,0,52090,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,57,0,52091,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,58,0,52092,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,59,0,52093,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,60,0,52094,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,61,0,52095,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,62,0,52096,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,63,0,52097,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,64,0,52098,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,65,0,52099,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,66,0,52100,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,67,0,52101,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,68,0,52102,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,69,0,52103,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,70,0,52104,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,71,0,52105,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,72,0,52106,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,73,0,52107,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,74,0,52108,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,75,0,52109,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,76,0,52110,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,77,0,52111,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,78,0,52112,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,79,0,52113,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,80,0,52114,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,81,0,52347,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,82,0,52705,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,83,0,53114,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,84,0,53115,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,85,0,53116,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,86,0,53117,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,87,0,53118,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,88,0,53119,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,89,0,53120,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,90,0,53121,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,91,0,53122,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,92,0,53123,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,93,0,53124,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,94,0,53125,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,95,0,53126,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,96,0,53127,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,97,0,53215,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Computer Science,9996,98,0,53216,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GSCS Computer & Info Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Systems,Lecture,Computer Systems Engineering,6230,01,4,53451,Tuesday,S,M,W,T,F,T,S,07:00 PM - 10:30 PM,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,Online,,21,GSEN Engineering,,,07,00,10,30,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Cloud Computing,Lecture,Computer Systems Engineering,7125,01,4,53391,Thursday,S,M,T,W,F,T,S,06:00 PM - 09:30 PM,Building: Ryder Hall,Room: 157,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,12,GSEN Engineering,,,06,00,09,30,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
User Experience Design and Testing,Lecture,Computer Systems Engineering,7280,01,4,50595,Wednesday,S,M,T,T,F,W,S,07:00 PM - 10:20 PM,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 08/16/2025,Online,,24,GSEN Engineering,Toronto program eligible,,07,00,10,20,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
ST: Design Patterns,Lecture,Computer Systems Engineering,7374,01,4,50632,Tuesday,S,M,W,T,F,T,S,06:00 PM - 09:30 PM,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 08/16/2025,Online,,30,GSEN Engineering,Topics Course,,06,00,09,30,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Intro AI Agent Infrastructure,Lecture,Computer Systems Engineering,7374,02,4,53300,"Tuesday,Thursday",S,M,W,F,S,T,T,01:30 PM - 03:10 PM,Building: Ryder Hall,Room: 153,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,FULL: 0 of 30 seats remain.,FULL,GSEN Engineering,Topics Course,,01,30,03,10,3 of 15 waitlist seats remain.,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Theory and Practical Applications of AI Generative Modeling,Lecture,Computer Systems Engineering,7380,02,4,53375,Wednesday,S,M,T,T,F,W,S,06:00 PM - 09:30 PM,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,Online,,1,GSEN Engineering,,,06,00,09,30,,1,,,Open Seats Reserved for Waitlisted Only.,,,,,,,,,,,,,,,,,,,,,,,
Theory and Practical Applications of AI Generative Modeling,Lecture,Computer Systems Engineering,7380,03,4,53376,Friday,S,M,T,W,T,F,S,03:30 PM - 07:00 PM,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,Online,FULL: 0 of 25 seats remain.,FULL,GSEN Engineering,,,03,30,07,00,12 of 15 waitlist seats remain.,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Theory and Practical Applications of AI Generative Modeling,Lecture,Computer Systems Engineering,7380,04,4,53377,Thursday,S,M,T,W,F,T,S,04:35 PM - 08:05 PM,Building: Ryder Hall,Room: 153,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,FULL: 0 of 30 seats remain.,FULL,GSEN Engineering,,,04,35,08,05,0 of 15 waitlist seats remain.,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Internship for Career Decision Making,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,2010,01,1,50081,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/07/2025,Online,,15,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internship for Career Decision Making,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,2010,02,1,52907,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/07/2025,Online,,1,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
