section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),readonly (7),status-full,status-bold,readonly (8),readonly (10),status-bold (2),status-waitlist,ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),readonly (11),readonly (12),readonly (13),readonly (14),readonly (15),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),readonly (16),readonly (17),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),ui-state-default (35),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),tooltip-row (57),tooltip-row (59)
Lab for ENVR 1200,Lab,Earth & Environmental Sciences,1201,03,1,35130,Friday,S,F,M,,,T,W,11:45 AM - 02:15 PM,11,45,02,15,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,T,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 22 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 1200,Lab,Earth & Environmental Sciences,1201,04,1,40979,Wednesday,S,W,M,,,T,T,11:45 AM - 02:40 PM,11,45,02,40,Type: Class,Building: Natural Science,Room: 101,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Oakland, CA",FULL: 0 of 12 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations in Environmental and Sustainability Sciences,Lecture,Earth & Environmental Sciences,1400,01,4,34092,"Monday,Wednesday",S,M,T,W,,T,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Hastings Suite,Room: 102,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,13,NUpath Natural/Designed World,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 1400,Lab,Earth & Environmental Sciences,1401,01,1,34093,Tuesday,S,T,M,,,W,T,08:35 AM - 11:30 AM,08,35,11,30,Type: Class,Building: Snell Library,Room: 011,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,11,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 1400,Lab,Earth & Environmental Sciences,1401,02,1,34094,Tuesday,S,T,M,,,W,T,01:35 PM - 04:30 PM,01,35,04,30,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,3,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Introduction to Environmental, Social, and Biological Data",Lecture,Earth & Environmental Sciences,1500,01,4,34095,"Wednesday,Friday",S,W,M,F,,T,T,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: West Village H,Room: 110,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,31,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 1500,Lab,Earth & Environmental Sciences,1501,01,1,34096,Monday,S,M,T,,,W,T,01:35 PM - 04:30 PM,01,35,04,30,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,9,NUpath Analyzing/Using Data,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 1500,Lab,Earth & Environmental Sciences,1501,02,1,34097,Monday,S,M,T,,,W,T,05:00 PM - 07:55 PM,05,00,07,55,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,11,NUpath Analyzing/Using Data,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 1500,Lab,Earth & Environmental Sciences,1501,03,1,35278,Tuesday,S,T,M,,,W,T,05:00 PM - 07:55 PM,05,00,07,55,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,11,NUpath Analyzing/Using Data,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Literacies,Lecture,Earth & Environmental Sciences,2118,01,4,40470,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Building: Ryder Hall,Room: 454,Start Date: 01/06/2025,End Date: 04/15/2025,Tuesday,S,M,W,T,T,F,S,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Type:,Building: West Village F,Building:,Room: 116,Room:,Start Date: 04/22/2025,Start Date:,End Date: 04/22/2025,End Date:,Boston,,13,UG College of Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Landforms and Processes,Lecture,Earth & Environmental Sciences,2340,01,4,39928,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Building: Hayden Hall,Room: 222,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,M,T,W,T,S,F,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Type:,Building: Richards Hall,Building:,Room: 325A,Room:,Start Date: 04/18/2025,Start Date:,End Date: 04/18/2025,End Date:,Boston,,18,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2340,Lab,Earth & Environmental Sciences,2341,01,1,39929,Wednesday,S,W,M,,,T,T,11:45 AM - 01:30 PM,11,45,01,30,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,17,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biostatistics,Lecture,Earth & Environmental Sciences,2500,01,4,31946,"Monday,Thursday",S,M,T,T,F,W,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Science Engineering Complex,Room: 102,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Type:,Building: Science Engineering Complex,Building:,Room: 102,Room:,Start Date: 04/25/2025,Start Date:,End Date: 04/25/2025,End Date:,Boston,FULL: 0 of 171 seats remain.,FULL,NUpath Analyzing/Using Data,NUpath Formal/Quant Reasoning,,,,,,,,,,,,,,,,,,,,,,,,,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,01,1,32138,Tuesday,S,T,M,,,W,T,08:45 AM - 11:40 AM,08,45,11,40,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,No Course Evaluation,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,02,1,31947,Tuesday,S,T,M,,,W,T,12:00 PM - 02:55 PM,12,00,02,55,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,No Course Evaluation,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,03,1,31948,Tuesday,S,T,M,,,W,T,03:00 PM - 05:55 PM,03,00,05,55,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,No Course Evaluation,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,04,1,32247,Wednesday,S,W,M,,,T,T,01:35 PM - 04:30 PM,01,35,04,30,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,No Course Evaluation,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,05,1,33630,Wednesday,S,W,M,,,T,T,05:00 PM - 07:55 PM,05,00,07,55,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,06,1,33631,Thursday,S,T,M,,,T,W,01:35 PM - 04:30 PM,01,35,04,30,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,07,1,33658,Thursday,S,T,M,,,T,W,05:00 PM - 07:55 PM,05,00,07,55,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,08,1,33659,Friday,S,F,M,,,T,W,08:45 AM - 11:40 AM,08,45,11,40,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,T,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 2500,Lab,Earth & Environmental Sciences,2501,09,1,35132,Friday,S,F,M,,,T,W,01:35 PM - 04:30 PM,01,35,04,30,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,T,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 17 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for ENVR 2500,Recitation/Discussion,Earth & Environmental Sciences,2502,01,0,36679,Monday,S,M,T,,,W,T,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Building: West Village G,Room: 106,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,8,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for ENVR 2500,Recitation/Discussion,Earth & Environmental Sciences,2502,02,0,36680,Monday,S,M,T,,,W,T,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Building: West Village G,Room: 106,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 57 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for ENVR 2500,Recitation/Discussion,Earth & Environmental Sciences,2502,03,0,36681,Monday,S,M,T,,,W,T,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Building: West Village G,Room: 106,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 57 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainable Development,Lecture,Earth & Environmental Sciences,2515,01,4,34098,"Tuesday,Friday",S,T,M,F,,W,T,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Building: West Village G,Room: 102,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,9,NUpath Societies/Institutions,NUpath Writing Intensive,10,,,,,,,,,,,,,,,,,,,,,,,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Topics in Environmental Studies,Seminar,Earth & Environmental Sciences,2900,01,4,40662,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Building: Ryder Hall,Room: 156,Start Date: 01/06/2025,End Date: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,Boston,,20,Topics Course,UG College of Science,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Oceanic Change,Lecture,Earth & Environmental Sciences,3125,01,4,39930,"Wednesday,Friday",S,W,M,F,,T,T,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Shillman Hall,Room: 215,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,1,NUpath Natural/Designed World,UG College of Science,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Security and Sustainability,Lecture,Earth & Environmental Sciences,3150,01,4,35133,"Tuesday,Friday",S,T,M,F,T,W,T,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Hurtig Hall,Room: 129,Start Date: 01/06/2025,End Date: 04/15/2025,Thursday,S,S,M,T,W,F,S,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Type:,Building: Dodge Hall,Building:,Room: 130,Room:,Start Date: 04/17/2025,Start Date:,End Date: 04/17/2025,End Date:,Boston,,3,NUpath Natural/Designed World,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Resources,Lecture,Earth & Environmental Sciences,3200,01,4,34099,Friday,S,F,M,T,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Hastings Suite,Room: 201,Start Date: 04/18/2025,End Date: 04/18/2025,"Tuesday,Friday",T,S,S,M,W,T,S,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: Richards Hall,Building:,Room: 300,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,6,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographic Information Systems,Lecture,Earth & Environmental Sciences,3300,01,4,30752,Wednesday,S,W,M,T,F,T,T,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: West Village H,Room: 110,Start Date: 04/23/2025,End Date: 04/23/2025,"Tuesday,Friday",F,S,S,M,W,T,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: Shillman Hall,Building:,Room: 320,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,FULL: 0 of 57 seats remain.,FULL,NUpath Analyzing/Using Data,NUpath Creative Express/Innov,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Math/Anly Think Lvl 2,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 3300,Lab,Earth & Environmental Sciences,3301,01,1,30088,Monday,S,M,T,,,W,T,08:45 AM - 11:40 AM,08,45,11,40,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 19 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 3300,Lab,Earth & Environmental Sciences,3301,02,1,30081,Wednesday,S,W,M,,,T,T,08:45 AM - 11:40 AM,08,45,11,40,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 19 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 3300,Lab,Earth & Environmental Sciences,3301,03,1,35134,Thursday,S,T,M,,,T,W,01:35 PM - 04:30 PM,01,35,04,30,Type: Class,Building: Holmes Hall,Room: 070,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 19 seats remain.,FULL,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Psychology,Lecture,Earth & Environmental Sciences,3540,01,4,39931,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Building: Kariotis Hall,Room: 110,Start Date: 01/06/2025,End Date: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 40 seats remain.,FULL,UG College of Science,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanography,Lecture,Earth & Environmental Sciences,3600,01,4,35135,Thursday,S,T,M,W,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Forsyth Building,Room: 237,Start Date: 04/17/2025,End Date: 04/17/2025,"Wednesday,Friday",F,S,S,M,T,T,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: East Village,Building:,Room: 002,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,18,UG College of Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Science Communication and Professional Development,Lecture,Earth & Environmental Sciences,4000,02,4,35136,"Monday,Wednesday",S,M,T,W,,T,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Ell Hall,Room: 410,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 36 seats remain.,FULL,UG College of Science,,15,15 of 15 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Science Communication and Professional Development,Lecture,Earth & Environmental Sciences,4000,03,4,41473,"Monday,Friday",S,M,T,F,,W,T,05:50 PM - 07:30 PM,05,50,07,30,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,6,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving Emerging Environmental Challenges through Capstone,Lecture,Earth & Environmental Sciences,4050,01,4,35137,"Tuesday,Friday",S,T,M,F,,W,T,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Building: Kariotis Hall,Room: 110,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 24 seats remain.,FULL,With Service Learning,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Integration Experience,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Hydrogeology,Lecture,Earth & Environmental Sciences,4500,01,4,39932,"Tuesday,Friday",S,T,M,F,T,W,T,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,Thursday,S,S,M,T,W,F,S,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Type:,Building: Ryder Hall,Building:,Room: 143,Room:,Start Date: 04/17/2025,Start Date:,End Date: 04/17/2025,End Date:,Boston,,11,NUpath Analyzing/Using Data,NU Core Math/Anly Think Lvl 2,,,,,,,,,,,,,,,,,,,,,,,,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ENVR 4500,Lab,Earth & Environmental Sciences,4501,01,1,39933,Tuesday,S,T,M,,,W,T,11:40 AM - 01:25 PM,11,40,01,25,Type: Class,Building: Forsyth Building,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,11,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth and Environmental Science Capstone,Individual Instruction,Earth & Environmental Sciences,4900,01,1,30484,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/15/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",,39,No Course Evaluation,NU Core Capstone,,,,,,,,,,,,,,,,,,,,,,,,,NUpath Capstone Experience,NU Core Writing Intsv in Majr,NUpath Writing Intensive,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Thesis,Individual Instruction,Earth & Environmental Sciences,4997,01,4,31642,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/15/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",,26,No Course Evaluation,NU Core Capstone,,,,,,,,,,,,,,,,,,,,,,,,,NUpath Capstone Experience,NU Core Experiential Learning,NU Core Writing Intsv in Majr,NUpath Writing Intensive,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Planning,Lecture,Earth & Environmental Sciences,5210,01,4,37846,"Monday,Wednesday",S,M,T,W,,T,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Snell Library,Room: 015,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,2,GS College of Science,NU Core Writing Intsv in Majr,10,,,,,,,,,,,,,,,,,,,,,,,,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographical Information Systems,Lab,Earth & Environmental Sciences,5260,01,4,41388,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,Online,FULL: 0 of 25 seats remain.,FULL,GS College of Science,NUpath Creative Express/Innov,10,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
