section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,status-bold (2),readonly (9),readonly (10),readonly (11),meeting (2),meeting (3),meeting (4),meeting (5),status-full,status-waitlist,ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),readonly (12)
Developing Sustainable Global Leadership,Lecture,Leadership Studies - CPS,6145,01,3,20112,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"24 of 30 seats remain.
10 of 10 waitlist seats remain.",24,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation and Organizational Transformation,Lecture,Leadership Studies - CPS,6150,03,3,20178,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"23 of 25 seats remain.
10 of 10 waitlist seats remain.",23,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sport in Society,Lecture,Leadership Studies - CPS,6405,01,3,20159,"Monday,Tuesday,Wednesday,Thursday,Friday",S,S,,,,,M,08:00 AM - 12:00 PM,Building: Northeastern Charlotte,Room: 807,Start Date: 01/06/2025,End Date: 02/15/2025,"Charlotte, NC","21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,"Charlotte, NC program eligible",Hybrid NUflex Section,CPS-Leadership Programs GR 1,08,00,12,00,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership and Organization in Sport,Lecture,Leadership Studies - CPS,6410,01,3,20255,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Snell Library,Room: 013,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"13 of 30 seats remain.
10 of 10 waitlist seats remain.",13,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership and Organization in Sport,Lecture,Leadership Studies - CPS,6410,02,3,20114,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gender and Diversity in Sport,Lecture,Leadership Studies - CPS,6427,01,3,20140,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"18 of 30 seats remain.
10 of 10 waitlist seats remain.",18,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sports Media Relations,Lecture,Leadership Studies - CPS,6441,01,3,20160,"Monday,Tuesday,Wednesday,Thursday,Friday",S,S,,,,,M,01:00 PM - 05:00 PM,Building: Northeastern Charlotte,Room: 807,Start Date: 01/06/2025,End Date: 02/15/2025,"Charlotte, NC","21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,"Charlotte, NC program eligible",Hybrid NUflex Section,CPS-Leadership Programs GR 1,01,00,05,00,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Sponsorships,Lecture,Leadership Studies - CPS,6445,01,3,20034,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"20 of 30 seats remain.
10 of 10 waitlist seats remain.",20,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,CPS Digital Badge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Sponsorships,Lecture,Leadership Studies - CPS,6445,02,3,21413,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: 89 Broad Street,Room: 209,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,11 of 18 seats remain.,11,,CPS-Leadership Programs GR 1,CPS Digital Badge,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Management in Athletics,Lecture,Leadership Studies - CPS,6460,01,3,20141,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"5 of 30 seats remain.
10 of 10 waitlist seats remain.",5,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title IX,Lecture,Leadership Studies - CPS,6465,01,3,20209,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"16 of 30 seats remain.
10 of 10 waitlist seats remain.",16,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bystander Strategies for the Prevention of Gender-Based Violence,Lecture,Leadership Studies - CPS,6470,01,3,20139,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topics,Lecture,Leadership Studies - CPS,6983,01,3,21249,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,23 of 30 seats remain.,23,,CPS-Leadership Programs GR 1,Topics Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Capstone: Demonstrating Leadership in Action,Individual Instruction,Leadership Studies - CPS,7980,01,4,20152,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Capstone: Demonstrating Leadership in Action,Individual Instruction,Leadership Studies - CPS,7980,02,4,20153,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Hastings Suite,Room: 207,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"22 of 27 seats remain.
10 of 10 waitlist seats remain.",22,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Management for the Nonprofit Sector,Lecture,Nonprofit Management - CPS,6100,10,3,20471,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal and Governance Issues in Nonprofit Organizations,Lecture,Nonprofit Management - CPS,6110,11,3,20641,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"23 of 30 seats remain.
10 of 10 waitlist seats remain.",23,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management for Nonprofit Organizations,Lecture,Nonprofit Management - CPS,6120,10,3,20036,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"24 of 30 seats remain.
10 of 10 waitlist seats remain.",24,10,CPS-Leadership Programs GR 1,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promoting Nonprofit Organizations,Lecture,Nonprofit Management - CPS,6125,10,3,20037,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,CPS-Leadership Programs GR 1,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promoting Nonprofit Organizations,Lecture,Nonprofit Management - CPS,6125,11,3,21826,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Hastings Suite,Room: 101,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"2 of 6 seats remain.
5 of 5 waitlist seats remain.",2,5,Low Enrollment,CPS-Leadership Programs GR 1,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundraising and Development for Organizations,Lecture,Nonprofit Management - CPS,6130,10,3,20038,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Churchill Hall,Room: 103,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"28 of 30 seats remain.
10 of 10 waitlist seats remain.",28,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant and Report Writing,Lecture,Nonprofit Management - CPS,6140,10,3,20428,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"13 of 30 seats remain.
10 of 10 waitlist seats remain.",13,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources Management in Nonprofit Organizations,Lecture,Nonprofit Management - CPS,6150,11,3,20799,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Richards Hall,Room: 243,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"20 of 24 seats remain.
10 of 10 waitlist seats remain.",20,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donor Research and Management,Lecture,Nonprofit Management - CPS,6220,10,3,20472,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"24 of 30 seats remain.
10 of 10 waitlist seats remain.",24,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Ventures in Social Entrepreneurship,Lecture,Nonprofit Management - CPS,6320,01,3,20620,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"23 of 30 seats remain.
10 of 10 waitlist seats remain.",23,10,Low Enrollment,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Nonprofit Management - CPS,6980,10,3,20174,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"25 of 30 seats remain.
10 of 10 waitlist seats remain.",25,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Nutrition Therapy,Lecture,Nutrition - CPS,6110,01,4,21773,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,28 of 30 seats remain.,28,,CPS-Health Science Programs GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Process of Health and Healing: Exploring Systems in the Body—Part 2,Lecture,Nutrition - CPS,6135,01,4,21792,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,28 of 30 seats remain.,28,,CPS-Health Science Programs GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutrition Education,Lecture,Nutrition - CPS,6200,01,4,21774,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,27 of 30 seats remain.,27,,CPS-Health Science Programs GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Research in Nutrition,Individual Instruction,Nutrition - CPS,6866,01,4,21793,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,29 of 30 seats remain.,29,,CPS-Health Science Programs GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comprehensive Case Analysis,Lecture,Physical Therapy - CPS,6900,01,4,20065,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"26 of 30 seats remain.
10 of 10 waitlist seats remain.",26,10,"Charlotte, NC program eligible",CPS-Health Science Programs GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,01,4,20438,Monday,S,T,W,T,F,S,M,05:50 PM - 07:40 PM,Building: 89 Broad Street,Room: 211,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"25 of 30 seats remain.
10 of 10 waitlist seats remain.",25,10,CPS-Leadership Programs GR 1,,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,02,4,20059,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:40 PM,Building: Forsyth Building,Room: 236,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"16 of 30 seats remain.
10 of 10 waitlist seats remain.",16,10,CPS-Leadership Programs GR 1,,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,04,4,20044,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"14 of 30 seats remain.
10 of 10 waitlist seats remain.",14,10,"Charlotte, NC program eligible",Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,06,4,20095,Wednesday,S,M,T,T,F,S,W,05:50 PM - 07:40 PM,Building: Snell Library,Room: 012,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,,FULL,10,CPS-Leadership Programs GR 1,,,05,50,07,40,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,07,4,20436,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:40 PM,Building: Snell Library,Room: 115,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,,FULL,10,CPS-Leadership Programs GR 1,,,05,50,07,40,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,12,4,20580,Monday,S,T,W,T,F,S,M,07:00 PM - 08:50 PM,"Building: 375 Queen Street, Toronto",Room: 603,Start Date: 01/06/2025,End Date: 03/29/2025,"Toronto, Canada",17 of 30 seats remain.,17,,Toronto program eligible,CPS-Leadership Programs GR 1,,07,00,08,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,16,4,20581,Tuesday,S,M,W,T,F,S,T,02:50 PM - 04:40 PM,Building: 225 Terry Ave,Room: 307,Start Date: 01/06/2025,End Date: 03/29/2025,"Seattle, WA","26 of 30 seats remain.
10 of 10 waitlist seats remain.",26,10,"Seattle, WA program eligible",CPS-Leadership Programs GR 1,,02,50,04,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,17,4,20582,Tuesday,S,M,W,T,F,S,T,06:00 PM - 07:50 PM,Building: Northeastern San Jose,Room: 906,Start Date: 01/06/2025,End Date: 03/29/2025,"Silicon Valley, CA","21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,San Jose Eligible,CPS-Leadership Programs GR 1,,06,00,07,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,24,4,20687,Wednesday,S,M,T,T,F,S,W,06:00 PM - 07:50 PM,Building: Roux Institute 100 Fore St.,Room: 136,Start Date: 01/06/2025,End Date: 03/29/2025,"Portland, Maine","18 of 30 seats remain.
10 of 10 waitlist seats remain.",18,10,Portland Maine Eligible,CPS-Leadership Programs GR 1,,06,00,07,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,27,4,21061,Saturday,S,M,T,W,T,F,S,09:00 AM - 10:50 AM,"Building: 375 Queen Street, Toronto",Room: 603,Start Date: 01/06/2025,End Date: 03/29/2025,"Toronto, Canada",6 of 30 seats remain.,6,,Toronto program eligible,CPS-Leadership Programs GR 1,,09,00,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,28,4,21062,Sunday,M,T,W,T,F,S,S,09:00 AM - 10:50 AM,"Building: 375 Queen Street, Toronto",Room: 603,Start Date: 01/06/2025,End Date: 03/29/2025,"Toronto, Canada",10 of 30 seats remain.,10,,Toronto program eligible,CPS-Leadership Programs GR 1,,09,00,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,32,4,21066,Wednesday,S,M,T,T,F,S,W,05:00 PM - 06:50 PM,"Building: 375 Queen Street, Toronto",Room: 603,Start Date: 01/06/2025,End Date: 03/29/2025,"Toronto, Canada",10 of 30 seats remain.,10,,Toronto program eligible,CPS-Leadership Programs GR 1,,05,00,06,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Project Management,Lecture,Project Management - CPS,5900,34,4,21068,Tuesday,S,M,W,T,F,S,T,03:00 PM - 04:50 PM,"Building: 375 Queen Street, Toronto",Room: 603,Start Date: 01/06/2025,End Date: 03/29/2025,"Toronto, Canada",1 of 30 seats remain.,1,,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,04,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
