section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default (2),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,readonly (9),status-full,readonly (10),readonly (11),status-bold (2),status-waitlist,readonly (12),readonly (13),status-bold (3),readonly (14),readonly (15),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-state-default (18),ui-state-default (25)
"Advanced Writing in the Arts, Media, and Design",Lecture,English Writing,3314,02,4,40698,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NU Core/NUpath Adv Writ Dscpl,FULL: 0 of 19 seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary Advanced Writing in the Disciplines,Lecture,English Writing,3315,01,4,40206,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Ryder Hall,Room: 268,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NU Core/NUpath Adv Writ Dscpl,FULL: 0 of 19 seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary Advanced Writing in the Disciplines,Lecture,English Writing,3315,02,4,40593,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Ryder Hall,Room: 277,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NU Core/NUpath Adv Writ Dscpl,FULL: 0 of 19 seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary Advanced Writing in the Disciplines,Lecture,English Writing,3315,03,4,41084,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Building: Stearns Center,Room: 012,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NU Core/NUpath Adv Writ Dscpl,FULL: 0 of 19 seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary Advanced Writing in the Disciplines,Lecture,English Writing,3315,04,4,40207,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NU Core/NUpath Adv Writ Dscpl,FULL: 0 of 19 seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary Advanced Writing in the Disciplines,Lecture,English Writing,3315,05,4,40442,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NU Core/NUpath Adv Writ Dscpl,FULL: 0 of 19 seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterdiscAWD MultilingualWrite,Lecture,English Writing,3315,06,4,40208,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NU Core/NUpath Adv Writ Dscpl,FULL: 0 of 15 seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,01,4,40021,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Snell Library,Room: 117,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,22 of 40 seats remain.,22,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,02,4,40020,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Hurtig Hall,Room: 130,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 80 seats remain.,1,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,05,4,40229,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Business Admin,FULL: 0 of 55 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,06,4,40517,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Hastings Suite,Room: 201,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,13 of 40 seats remain.,13,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,07,4,40560,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Snell Library,Room: 117,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,14 of 40 seats remain.,14,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,08,4,41413,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Business Admin,FULL: 0 of 55 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,09,4,41920,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Dodge Hall,Room: 170,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,22 of 40 seats remain.,22,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2201,10,4,42261,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Natural Science,Room: 215,Start Date: 05/05/2025,End Date: 06/18/2025,"Oakland, CA",36 of 40 seats remain.,36,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,2209,01,4,40228,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Business Admin,FULL: 0 of 40 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fintech and Financial Innovation,Lecture,Finance & Insurance,2730,01,4,41039,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Forsyth Building,Room: 151,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,Business Admin,FULL: 0 of 40 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Finance,Lecture,Finance & Insurance,3301,01,4,40209,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Knowles Center,Room: 002B,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,Business Admin,FULL: 0 of 41 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,Lecture,Finance & Insurance,3303,01,4,40175,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Dodge Hall,Room: 070,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,Business Admin,FULL: 0 of 40 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,Lecture,Finance & Insurance,3303,02,4,41414,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Hayden Hall,Room: 012,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,Business Admin,FULL: 0 of 40 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,Lecture,Finance & Insurance,3303,03,4,42249,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Business Admin,FULL: 0 of 38 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational Methods and Their Applications in Finance,Lecture,Finance & Insurance,4335,01,4,41470,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Dodge Hall,Room: 230,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,11 of 40 seats remain.,11,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valuation and Value Creation,Lecture,Finance & Insurance,4410,01,4,42015,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Library,Room: 005,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,Business Admin,FULL: 0 of 40 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Financial Planning,Lecture,Finance & Insurance,4412,01,4,42026,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Business Admin,FULL: 0 of 46 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Risk Management,Lecture,Finance & Insurance,4512,01,4,41040,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Hayden Hall,Room: 012,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 40 seats remain.,1,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value Creation through Financial Decision Making,Lecture,Finance & Insurance,6200,03,3,40242,"Tuesday,Thursday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Forsyth Building,Room: 201,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,23 of 40 seats remain.,23,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Financial Management,Lecture,Finance & Insurance,6204,01,3,42016,"Tuesday,Thursday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Forsyth Building,Room: 235,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,27 of 35 seats remain.,27,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Modeling,Lecture,Finance & Insurance,6207,01,3,41042,"Tuesday,Thursday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Snell Library,Room: 015,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,,FULL,GSBA Business Administration,FULL: 0 of 35 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergers and Acquisitions,Lecture,Finance & Insurance,6214,01,3,41043,"Tuesday,Thursday",M,W,T,F,S,07:30 PM - 09:30 PM,07,30,09,30,Type: Class,Building: Snell Library,Room: 015,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,14 of 35 seats remain.,14,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portfolio Management,Lecture,Finance & Insurance,6219,01,3,42017,"Monday,Wednesday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Snell Library,Room: 039,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,34 of 35 seats remain.,34,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Management with Technology,Lecture,Finance & Insurance,6236,01,3,41921,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,179 of 200 seats remain.,179,EDGE supported Section,,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Parity Investing with Python,Lecture,Finance & Insurance,6238,01,1,42027,Friday,M,W,T,S,F,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Building: Snell Library,Room: 015,Start Date: 05/09/2025,End Date: 05/09/2025,Boston,26 of 35 seats remain.,26,GSBA Business Administration,,,,,,,,,,,Friday,S,M,F,T,W,T,S,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: Snell Library,Building:,Room: 015,Room:,Start Date: 05/16/2025,Start Date:,End Date: 05/16/2025,End Date:,,
Low-Volatility Investing,Lecture,Finance & Insurance,6239,01,1,42028,Friday,M,W,T,S,F,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Building: Snell Library,Room: 015,Start Date: 05/23/2025,End Date: 05/23/2025,Boston,27 of 35 seats remain.,27,GSBA Business Administration,,,,,,,,,,,Friday,S,M,F,T,W,T,S,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: Snell Library,Building:,Room: 015,Room:,Start Date: 05/30/2025,Start Date:,End Date: 05/30/2025,End Date:,,
Portfolio Construction and Management with Python,Lecture,Finance & Insurance,6240,01,1,42029,Friday,M,W,T,S,F,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Building: Snell Library,Room: 015,Start Date: 06/06/2025,End Date: 06/06/2025,Boston,33 of 35 seats remain.,33,GSBA Business Administration,,,,,,,,,,,Friday,S,M,F,T,W,T,S,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: Snell Library,Building:,Room: 015,Room:,Start Date: 06/13/2025,Start Date:,End Date: 06/13/2025,End Date:,,
Financial Management,Lecture,Finance & Insurance,6318,01,2,40684,"Monday,Wednesday",M,W,T,F,S,10:50 AM - 12:30 PM,10,50,12,30,Type: Class,Building: West Village G,Room: 102,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,53 of 53 seats remain.,53,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational Methods in Finance,Lecture,Finance & Insurance,6337,01,3,41546,"Tuesday,Thursday",M,W,T,F,S,11:40 AM - 02:10 PM,11,40,02,10,Type: Class,Building: Richards Hall,Room: 238,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,32 of 40 seats remain.,32,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit Risk Management,Lecture,Finance & Insurance,6343,01,3,42018,"Monday,Wednesday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Cargill Hall,Room: 094,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,27 of 35 seats remain.,27,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Game Design,Seminar,Game Design,2500,01,4,41971,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 06/18/2025,Online,"1 of 19 seats remain.
6 of 6 waitlist seats remain.",1,NUpath Creative Express/Innov,,"UG Col of Arts, Media & Design",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid Idea Prototyping for Games,Seminar,Game Design,3700,01,4,41423,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 203,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"8 of 19 seats remain.
6 of 6 waitlist seats remain.",8,NUpath Creative Express/Innov,,"UG Col of Arts, Media & Design",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering Design,Lecture,General Engineering,1110,03,4,41897,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Snell Engineering Center,Room: 208,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,21 of 32 seats remain.,21,NUpath Ethical Reasoning,,NU Core Science/Tech Lvl 1,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering Problem Solving and Computation,Lecture,General Engineering,1111,01,4,40033,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 208,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,19 of 32 seats remain.,19,NUpath Formal/Quant Reasoning,,NU Core Science/Tech Lvl 1,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Making Fundamentals in Design and Fabrication,Lecture,General Engineering,1520,01,4,41898,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Snell Engineering Center,Room: 208,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,20 of 20 seats remain.,20,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy Systems: Science, Technology, and Sustainability",Lecture,General Engineering,3300,02,4,40383,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Hayden Hall,Room: 221,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,13 of 50 seats remain.,13,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Development for Engineers,Lecture,General Engineering,5100,01,4,41266,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Snell Library,Room: 125,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,"10 of 30 seats remain.
20 of 20 waitlist seats remain.",10,GSEN Engineering,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany Today: Current Topics,Lecture,German,3800,01,4,40521,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,15 of 15 seats remain.,15,Topics Course,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellness,Lecture,Health Sci - Interdisciplinary,1205,01,4,41928,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Bouve Health Sci,FULL: 0 of 25 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Technician Training,Lecture,Health Sci - Interdisciplinary,2200,02,6,40213,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 12:30 PM,08,00,12,30,Type: Lab,Building: Behrakis Health Sciences Cntr,Room: 420,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,Bouve Health Sci,FULL: 0 of 24 seats remain.,,,19,19 of 24 waitlist seats remain.,,,,,,"Tuesday,Thursday,Friday",S,M,T,W,S,,,09:50 AM - 01:20 PM,09,50,01,20,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 157,Room:,Start Date: 05/05/2025,Start Date:,End Date: 06/18/2025,End Date:,T,F
Introduction to Statistics in Health and Behavioral Science,Lecture,Health Sci - Interdisciplinary,5410,02,3,41929,"Tuesday,Thursday",M,W,T,F,S,04:00 PM - 06:30 PM,04,00,06,30,Type: Class,Building: Kariotis Hall,Room: 209,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,3 of 24 seats remain.,3,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Statistics in Health and Behavioral Science,Lecture,Health Sci - Interdisciplinary,5410,03,3,41930,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,1 of 30 seats remain.,1,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Statistics in Health and Behavioral Science,Lecture,Health Sci - Interdisciplinary,5410,04,3,42030,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,4 of 25 seats remain.,4,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicinal Plants,Seminar,Health Sci - Interdisciplinary,5973,01,3,42008,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,5 of 24 seats remain.,5,GSBV Bouve,,Topics Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extended Field Experience,Off-campus instruction,Health Sci - Interdisciplinary,7999,023,0,41931,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,7 of 10 seats remain.,7,GSBV Bouve,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Nutrition,Lecture,Health Science,1105,01,4,40643,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 156,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"14 of 25 seats remain.
25 of 25 waitlist seats remain.",14,NUpath Natural/Designed World,,Bouve Health Sci,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Nutrition in Health and Disease,Lecture,Health Science,2350,01,4,40970,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 156,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"11 of 25 seats remain.
25 of 25 waitlist seats remain.",11,Bouve Health Sci,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origins of Today: Historical Roots of Contemporary Issues,Lecture,History,1215,01,4,40809,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,"No campus, no room needed",,FULL,NU Core Comp Stdy of Cultures,FULL: 0 of 25 seats remain.,NUpath Difference/Diversity,NU Core Humanities Lvl 1,0,0 of 25 waitlist seats remain.,NUpath Interpreting Culture,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origins of Today: Historical Roots of Contemporary Issues,Lecture,History,1215,02,4,42031,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NU Core Comp Stdy of Cultures,FULL: 0 of 25 seats remain.,NUpath Difference/Diversity,NU Core Humanities Lvl 1,,,NUpath Interpreting Culture,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The World Since 1945,Lecture,History,2211,02,4,40810,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NU Core Comp Stdy of Cultures,FULL: 0 of 25 seats remain.,NUpath Difference/Diversity,NUpath Societies/Institutions,,,NU Accelerate Program Course,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonialism/Imperialism,Lecture,History,2311,01,4,42032,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Ryder Hall,Room: 158,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Difference/Diversity,FULL: 0 of 25 seats remain.,NUpath Societies/Institutions,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Reality of Illusions,Seminar,Honors Program,3310,04,4,40811,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Ryder Hall,Room: 285,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"12 of 19 seats remain.
5 of 5 waitlist seats remain.",12,Honors,,Topics Course,Honors,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Science of Play,Seminar,Honors Program,3310,05,4,41993,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 297,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,12 of 19 seats remain.,12,Honors,,NUpath Integration Experience,NUpath Societies/Institutions,,,Topics Course,Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing People and Organizations,Lecture,Human Resources Management,6200,01,3,42091,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,149 of 150 seats remain.,149,EDGE supported Section,,GSBA Advocate Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Companies,Lecture,Human Resources Management,6218,01,3,42004,"Monday,Wednesday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Snell Library,Room: 015,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,16 of 35 seats remain.,16,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing the Organization,Lecture,Human Resources Management,6318,01,2,40523,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Dodge Hall,Room: 119,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,55 of 55 seats remain.,55,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing the Organization,Lecture,Human Resources Management,6318,03,2,42118,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,127 of 150 seats remain.,127,EDGE supported Section,,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Science of Play,Lecture,Human Services,2500,01,4,42278,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 297,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,10 of 14 seats remain.,10,NUpath Integration Experience,,NUpath Societies/Institutions,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering Database Systems,Lecture,Industrial Engineering,3425,01,4,40203,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Ryder Hall,Room: 153,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,17 of 30 seats remain.,17,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
