section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (2),tooltip-row (3),tooltip-row (4),tooltip-row (5),tooltip-row (6),tooltip-row (7),tooltip-row (8),tooltip-row (9),tooltip-row (10),readonly (7),readonly (8),status-bold,readonly (9),readonly (10),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),status-bold (2),readonly (11),readonly (12),readonly (13),readonly (14),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-state-default (26),tooltip-row (37),tooltip-row (39),tooltip-row (47),tooltip-row (49),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),tooltip-row (67),tooltip-row (69),tooltip-row (77),tooltip-row (79),status-waitlist,readonly (15),status-full,readonly (16)
Value Creation through Financial Decision Making,Lecture,Finance & Insurance,6200,01,3,17801,Monday,S,M,T,W,T,F,S,07:30 PM - 09:30 PM,07,30,09,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,The Learning Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis of Financial Institutions and Markets,Lecture,Finance & Insurance,6202,01,3,17802,Tuesday,S,M,W,T,T,F,S,07:30 PM - 09:30 PM,07,30,09,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Analysis,Lecture,Finance & Insurance,6203,02,3,17803,Friday,S,M,T,W,T,S,F,11:45 AM - 02:15 PM,11,45,02,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Analysis,Lecture,Finance & Insurance,6203,03,3,17804,Thursday,S,M,T,W,T,F,S,11:45 AM - 02:15 PM,11,45,02,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Analysis,Lecture,Finance & Insurance,6203,04,3,17805,Thursday,S,M,T,W,T,F,S,02:50 PM - 05:20 PM,02,50,05,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Analysis,Lecture,Finance & Insurance,6203,05,3,17806,Thursday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Financial Management,Lecture,Finance & Insurance,6204,01,3,17807,Thursday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Strategy,Lecture,Finance & Insurance,6205,01,3,17808,Wednesday,S,M,T,W,T,F,S,07:30 PM - 09:30 PM,07,30,09,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Seminar,Lecture,Finance & Insurance,6206,01,3,17809,Monday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Modeling,Lecture,Finance & Insurance,6207,01,3,17810,Tuesday,S,M,W,T,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Risk Management,Lecture,Finance & Insurance,6211,03,3,17811,Monday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed-Income Securities and Risk,Lecture,Finance & Insurance,6212,01,3,17812,Tuesday,S,M,W,T,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Banking,Lecture,Finance & Insurance,6213,01,3,17813,Monday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergers and Acquisitions,Lecture,Finance & Insurance,6214,02,3,17814,Tuesday,S,M,W,T,T,F,S,07:30 PM - 09:30 PM,07,30,09,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valuation and Value Creation,Lecture,Finance & Insurance,6216,01,3,17815,Wednesday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Finance and Investment,Lecture,Finance & Insurance,6217,01,3,17816,Thursday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Management with Technology,Lecture,Finance & Insurance,6236,01,3,17817,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,200 of 200 seats remain.,200,EDGE supported Section,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Parity Investing with Python,Lecture,Finance & Insurance,6238,01,1,17818,Saturday,S,M,T,W,T,F,S,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/04/2025,Start Date:,End Date: 10/04/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,Saturday,S,M,T,W,S,T,F,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/18/2025,Start Date:,End Date: 10/18/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low-Volatility Investing,Lecture,Finance & Insurance,6239,01,1,17819,Saturday,S,M,T,W,T,F,S,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/25/2025,Start Date:,End Date: 10/25/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,Saturday,S,M,T,W,S,T,F,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 11/08/2025,Start Date:,End Date: 11/08/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portfolio Construction and Management with Python,Lecture,Finance & Insurance,6240,01,1,17820,Saturday,S,M,T,W,T,F,S,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 11/15/2025,Start Date:,End Date: 11/15/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,Saturday,S,M,T,W,S,T,F,08:00 AM - 12:00 PM,08,00,12,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 12/06/2025,Start Date:,End Date: 12/06/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financing Innovation and Growth,Lecture,Finance & Insurance,6284,01,3,17821,Wednesday,S,M,T,W,T,F,S,07:30 PM - 09:30 PM,07,30,09,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,6318,01,2,17822,"Tuesday,Friday",S,M,W,T,T,S,F,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,6318,02,2,17823,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management,Lecture,Finance & Insurance,6318,03,2,17824,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Online,200 of 200 seats remain.,200,EDGE supported Section,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Finance,Lecture,Finance & Insurance,6331,01,3,17826,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:00 PM,11,45,01,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Finance,Lecture,Finance & Insurance,6331,02,3,17827,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:05 AM,09,50,11,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Finance,Lecture,Finance & Insurance,6331,03,3,17828,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Online,200 of 200 seats remain.,200,EDGE supported Section,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Finance,Lecture,Finance & Insurance,6331,04,3,17829,"Tuesday,Friday",S,M,W,T,T,S,F,08:25 AM - 09:40 AM,08,25,09,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Financial Math and Financial Markets,Lecture,Finance & Insurance,6332,01,3,17830,Monday,S,M,T,W,T,F,S,08:00 AM - 10:30 AM,08,00,10,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Financial Math and Financial Markets,Lecture,Finance & Insurance,6332,03,3,17831,Monday,S,M,T,W,T,F,S,11:45 AM - 02:15 PM,11,45,02,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Financial Math and Financial Markets,Lecture,Finance & Insurance,6332,04,3,17832,Thursday,S,M,T,W,T,F,S,02:50 PM - 05:20 PM,02,50,05,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed-Income Securities and Derivatives,Lecture,Finance & Insurance,6336,01,3,17833,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:05 PM,02,50,04,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational Methods in Finance,Lecture,Finance & Insurance,6337,01,3,17834,Thursday,S,M,T,W,T,F,S,11:45 AM - 02:15 PM,11,45,02,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alternative Investments,Lecture,Finance & Insurance,6338,01,3,17835,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:00 PM,11,45,01,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantitative Portfolio Management,Lecture,Finance & Insurance,6339,02,3,17836,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:05 PM,02,50,04,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund Management for Analysts,Lecture,Finance & Insurance,6360,01,1,17837,Tuesday,S,M,W,T,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund Management for Analysts,Lecture,Finance & Insurance,6360,02,1,17838,Tuesday,S,M,W,T,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund Management for Managers,Lecture,Finance & Insurance,6361,01,1,17839,Tuesday,S,M,W,T,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,10 of 10 seats remain.,10,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund Management for Managers,Lecture,Finance & Insurance,6361,02,1,17840,Tuesday,S,M,W,T,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,10 of 10 seats remain.,10,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Your Personal Finances,Lecture,Finance - CPS,1200,01,3,19918,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Corporate Finance,Lecture,Finance - CPS,2105,03,3,19919,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Corporate Finance,Lecture,Finance - CPS,2105,04,3,19920,Wednesday,S,M,T,W,T,F,S,02:50 PM - 05:20 PM,02,50,05,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,CPS Cohort,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance for New Ventures,Lecture,Finance - CPS,3100,01,3,19921,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
5 of 5 waitlist seats remain.",30,NUpath Creative Express/Innov,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,5,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance for New Ventures,Lecture,Finance - CPS,3100,02,3,19922,Wednesday,S,M,T,W,T,F,S,05:50 PM - 08:20 PM,05,50,08,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,30 of 30 seats remain.,30,NUpath Creative Express/Innov,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Institutions and Markets,Lecture,Finance - CPS,3310,01,3,19923,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,NUpath Societies/Institutions,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Institutions and Markets,Lecture,Finance - CPS,3310,02,3,19924,Thursday,S,M,T,W,T,F,S,02:50 PM - 05:20 PM,02,50,05,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,NUpath Societies/Institutions,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Management and Insurance,Lecture,Finance - CPS,3330,01,3,19925,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Management and Insurance,Lecture,Finance - CPS,3330,02,3,19926,Monday,S,M,T,W,T,F,S,05:50 PM - 08:20 PM,05,50,08,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,Lecture,Finance - CPS,3340,02,3,19927,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,Lecture,Finance - CPS,3340,03,3,19928,Thursday,S,M,T,W,T,F,S,05:50 PM - 08:20 PM,05,50,08,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,CPS Cohort,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
